Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP2529,35,3,2,4,31,Onsite,59,15,5,2,Anxiety,0,No Change,1,0,3,0,2,3
EMP2530,43,2,1,2,17,Hybrid,22,14,2,2,Burnout,1,No Change,4,0,4,1,1,1
EMP2531,52,2,1,5,19,Hybrid,50,8,5,0,Burnout,1,No Change,1,0,5,0,2,5
EMP2532,34,3,5,2,27,Hybrid,49,2,1,0,Burnout,0,Decrease,3,2,2,0,1,5
EMP2533,33,0,0,3,6,Remote,24,12,4,1,Burnout,0,No Change,3,2,1,1,2,5
EMP2534,47,3,3,6,17,Remote,49,8,3,1,Burnout,0,Increase,5,2,4,1,2,2
EMP2535,49,3,1,3,12,Onsite,33,13,4,1,Depression,1,No Change,2,0,1,1,1,0
EMP2536,55,2,6,4,16,Remote,27,11,2,2,Anxiety,0,Decrease,3,1,4,1,0,1
EMP2537,32,0,4,6,11,Hybrid,29,8,2,2,Depression,0,Increase,5,1,3,1,1,4
EMP2538,56,2,2,1,30,Remote,30,10,4,2,Depression,1,No Change,5,0,1,1,1,2
EMP2539,22,0,5,1,25,Onsite,24,8,3,1,Burnout,1,Decrease,2,1,1,1,0,3
EMP2540,42,1,3,6,22,Onsite,35,2,5,0,Depression,0,Increase,2,0,2,0,0,5
EMP2541,23,2,6,5,26,Onsite,25,11,1,0,Burnout,1,Increase,5,2,3,0,2,0
EMP2542,23,1,1,1,34,Onsite,31,12,5,1,Burnout,1,Decrease,5,1,2,0,1,2
EMP2543,40,2,6,6,24,Hybrid,57,4,2,2,Burnout,1,No Change,4,1,3,1,2,0
EMP2544,54,3,0,3,21,Remote,27,7,2,2,Burnout,0,Increase,2,2,1,1,0,2
EMP2545,49,0,3,1,29,Hybrid,25,7,1,0,Anxiety,0,No Change,4,0,4,1,2,0
EMP2546,58,2,6,6,8,Onsite,47,2,2,0,Depression,0,Decrease,4,0,3,1,0,3
EMP2547,60,3,5,1,28,Onsite,22,12,5,1,Depression,0,Increase,2,2,1,1,1,4
EMP2548,25,1,5,1,22,Hybrid,39,13,2,2,Burnout,0,Decrease,3,2,4,1,2,5
EMP2549,53,1,1,0,1,Hybrid,47,4,2,2,Depression,1,Decrease,3,0,2,1,2,1
EMP2550,48,1,6,1,9,Remote,50,13,2,1,Depression,0,No Change,2,1,5,1,2,2
EMP2551,34,2,1,6,17,Remote,20,12,2,0,Anxiety,1,Increase,3,1,1,1,2,4
EMP2552,39,1,5,5,3,Onsite,42,7,5,0,Anxiety,1,No Change,2,1,2,1,2,4
EMP2553,24,2,1,5,3,Remote,27,1,5,0,Anxiety,1,Increase,3,2,5,1,2,0
EMP2554,27,2,2,0,28,Remote,45,15,3,1,Anxiety,1,Decrease,3,0,5,0,1,4
EMP2555,23,0,0,5,25,Onsite,28,2,2,1,Burnout,0,Increase,4,1,4,1,0,0
EMP2556,37,3,6,2,18,Remote,47,14,1,0,Burnout,0,Increase,1,2,4,0,2,4
EMP2557,23,0,0,4,1,Onsite,39,0,4,0,Burnout,1,No Change,2,1,4,1,1,3
EMP2558,36,2,3,4,21,Onsite,37,6,1,1,Burnout,0,Increase,4,1,5,1,1,2
EMP2559,27,0,5,2,32,Onsite,34,15,1,2,Depression,1,No Change,3,0,1,1,0,4
EMP2560,39,0,1,1,26,Remote,47,4,3,2,Depression,0,No Change,4,0,4,1,1,3
EMP2561,51,0,0,6,1,Onsite,24,13,4,0,Burnout,1,Decrease,5,0,1,1,0,3
EMP2562,47,1,0,0,22,Onsite,27,14,2,1,Burnout,1,Increase,5,0,4,1,1,4
EMP2563,30,3,0,0,29,Onsite,23,4,4,0,Burnout,1,Decrease,5,1,1,1,0,5
EMP2564,47,1,4,4,6,Onsite,52,10,2,2,Burnout,0,No Change,3,0,5,1,0,5
EMP2565,48,2,1,3,5,Remote,31,13,3,0,Burnout,1,Decrease,3,0,1,1,0,0
EMP2566,42,1,4,4,5,Onsite,39,2,3,2,Burnout,0,No Change,3,0,4,0,2,1
EMP2567,51,3,5,3,3,Remote,54,0,1,0,Burnout,1,Decrease,2,1,5,0,2,1
EMP2568,35,3,2,2,7,Onsite,46,15,1,0,Burnout,0,Increase,3,1,2,0,0,2
EMP2569,33,1,4,6,9,Hybrid,59,0,5,2,Anxiety,0,Decrease,1,2,4,1,2,3
EMP2570,54,1,0,0,2,Hybrid,32,1,4,2,Burnout,0,No Change,1,2,5,0,0,0
EMP2571,45,2,5,4,15,Onsite,26,2,4,2,Burnout,1,Increase,3,1,4,1,2,0
EMP2572,46,3,3,6,8,Onsite,37,3,1,2,Anxiety,1,Increase,4,2,3,0,0,2
EMP2573,59,2,4,5,21,Remote,59,6,4,0,Anxiety,1,Increase,1,0,5,0,2,2
EMP2574,50,3,0,5,16,Remote,38,0,1,0,Burnout,1,Decrease,3,0,4,1,2,2
EMP2575,56,1,5,5,15,Onsite,59,7,3,1,Burnout,0,No Change,1,1,4,1,2,2
EMP2576,26,3,6,4,27,Hybrid,37,10,5,2,Burnout,1,No Change,3,2,4,1,1,5
EMP2577,59,3,0,3,18,Hybrid,26,9,2,0,Burnout,0,Increase,5,2,3,0,2,0
EMP2578,26,1,2,5,6,Remote,41,11,5,1,Depression,1,No Change,1,2,4,1,2,2
EMP2579,47,0,2,0,25,Onsite,56,10,1,2,Burnout,0,Increase,4,1,2,1,2,1
EMP2580,42,0,1,0,30,Hybrid,48,4,2,0,Anxiety,1,Increase,4,0,5,1,1,3
EMP2581,52,3,3,2,11,Onsite,49,0,5,1,Burnout,0,Decrease,3,1,2,1,1,1
EMP2582,59,2,1,3,2,Hybrid,47,2,2,2,Burnout,0,No Change,3,2,3,0,1,0
EMP2583,56,2,2,6,5,Hybrid,54,7,4,1,Anxiety,1,No Change,3,0,2,1,0,3
EMP2584,29,1,0,5,19,Hybrid,33,5,1,2,Anxiety,1,Increase,2,1,2,1,0,5
EMP2585,54,0,3,2,23,Hybrid,59,8,2,1,Anxiety,0,No Change,4,0,4,1,1,0
EMP2586,48,1,0,6,3,Onsite,21,2,1,1,Burnout,1,Decrease,5,1,3,1,1,0
EMP2587,49,3,4,1,29,Onsite,41,5,3,0,Burnout,1,Increase,2,1,5,1,0,2
EMP2588,47,3,2,6,26,Remote,33,13,3,2,Anxiety,1,Decrease,2,1,2,1,2,4
EMP2589,47,3,3,0,29,Hybrid,22,7,5,1,Depression,0,Decrease,2,1,1,1,2,0
EMP2590,60,0,1,2,13,Hybrid,21,2,3,2,Anxiety,0,No Change,1,1,3,1,2,2
EMP2591,46,0,2,2,29,Remote,29,13,3,2,Burnout,0,Increase,1,0,1,1,0,3
EMP2592,30,2,1,3,31,Hybrid,23,15,2,2,Anxiety,0,Decrease,2,2,2,1,0,1
EMP2593,58,2,5,4,1,Remote,36,10,4,0,Depression,1,Decrease,1,0,4,0,1,1
EMP2594,57,1,4,4,21,Remote,29,0,4,1,Anxiety,1,Decrease,1,0,3,0,0,4
EMP2595,48,3,2,2,9,Remote,37,13,3,1,Depression,1,No Change,2,0,1,0,1,0
EMP2596,47,3,2,0,5,Remote,20,14,5,1,Burnout,1,No Change,3,1,5,1,2,4
EMP2597,25,2,4,1,14,Onsite,55,0,2,1,Burnout,0,Increase,5,2,3,1,1,2
EMP2598,45,3,5,3,33,Hybrid,29,5,3,0,Burnout,0,Increase,4,1,5,0,0,3
EMP2599,26,1,4,1,3,Onsite,51,0,4,2,Burnout,1,No Change,2,2,3,1,2,1
EMP2600,50,0,2,6,17,Remote,45,12,2,0,Anxiety,0,No Change,2,2,5,1,1,4
EMP2601,59,0,3,1,26,Remote,49,8,2,0,Burnout,0,Decrease,1,1,2,0,2,1
EMP2602,35,1,3,1,24,Hybrid,21,2,2,2,Burnout,1,Increase,3,2,5,1,1,1
EMP2603,44,0,3,4,10,Hybrid,40,12,2,1,Burnout,0,No Change,1,2,1,1,2,4
EMP2604,41,3,0,4,1,Onsite,53,14,1,2,Anxiety,0,Increase,2,2,4,0,0,0
EMP2605,46,0,5,3,12,Remote,30,4,5,1,Anxiety,1,Decrease,3,2,1,0,2,4
EMP2606,27,1,5,5,10,Onsite,54,4,5,1,Burnout,0,Increase,1,0,2,0,0,1
EMP2607,27,1,0,6,11,Onsite,47,6,5,2,Burnout,0,No Change,1,1,3,0,0,4
EMP2608,33,3,2,5,21,Onsite,39,11,2,2,Anxiety,1,No Change,4,0,1,1,1,5
EMP2609,35,0,4,0,23,Remote,20,14,5,1,Depression,1,Increase,1,1,4,0,0,4
EMP2610,24,3,5,2,20,Hybrid,30,5,3,0,Burnout,1,Increase,4,0,3,1,2,1
EMP2611,31,1,3,4,16,Hybrid,48,15,1,2,Burnout,0,Decrease,3,2,3,0,1,0
EMP2612,39,3,0,6,21,Hybrid,29,1,4,1,Depression,1,Increase,5,2,4,1,1,3
EMP2613,42,1,0,3,13,Onsite,54,6,4,2,Anxiety,0,No Change,2,1,1,0,1,3
EMP2614,46,1,0,1,11,Hybrid,41,13,1,1,Anxiety,1,Decrease,3,0,4,0,2,4
EMP2615,48,2,4,0,32,Onsite,47,12,5,2,Burnout,0,Increase,4,0,1,1,2,1
EMP2616,58,1,3,0,34,Onsite,50,1,2,1,Anxiety,1,Increase,3,0,3,0,1,1
EMP2617,44,0,3,3,2,Onsite,44,9,2,0,Anxiety,1,Increase,4,2,5,1,1,1
EMP2618,53,1,0,0,4,Onsite,30,1,5,1,Depression,0,No Change,1,1,2,0,0,2
EMP2619,47,2,5,2,3,Hybrid,30,15,5,1,Depression,0,Decrease,4,1,4,0,2,4
EMP2620,25,1,0,5,1,Onsite,40,1,1,2,Depression,0,No Change,3,0,5,1,2,5
EMP2621,32,0,1,3,1,Hybrid,47,12,3,0,Anxiety,0,Decrease,5,1,5,0,2,2
EMP2622,23,1,4,0,15,Remote,34,15,4,2,Burnout,0,No Change,4,0,5,1,1,4
EMP2623,27,2,4,1,9,Remote,52,2,3,0,Burnout,1,Decrease,3,2,5,1,0,0
EMP2624,45,2,1,6,18,Remote,25,14,3,0,Anxiety,1,No Change,2,2,2,0,0,4
EMP2625,58,0,5,0,25,Remote,49,0,1,1,Depression,0,Increase,2,1,3,1,0,5
EMP2626,57,1,3,2,10,Remote,59,2,2,1,Depression,0,No Change,2,1,4,1,2,5
EMP2627,25,1,2,6,22,Onsite,60,2,1,2,Depression,0,No Change,5,1,5,0,1,4
EMP2628,59,0,4,2,27,Remote,38,7,2,1,Burnout,1,Increase,4,0,4,1,2,4
EMP2629,43,3,1,2,13,Remote,31,1,1,0,Burnout,1,No Change,1,0,2,1,1,0
EMP2630,56,0,4,4,5,Onsite,48,4,5,2,Burnout,1,Decrease,1,0,3,0,0,3
EMP2631,50,3,1,2,7,Remote,50,7,1,2,Anxiety,1,Decrease,1,0,1,0,1,1
EMP2632,47,2,4,3,24,Hybrid,50,7,2,0,Anxiety,1,Decrease,4,0,3,1,1,2
EMP2633,47,3,3,0,26,Remote,46,7,1,2,Burnout,1,Decrease,2,0,5,0,2,2
EMP2634,53,0,4,0,2,Hybrid,59,0,5,1,Burnout,1,Decrease,1,0,3,1,2,1
EMP2635,47,0,5,3,8,Hybrid,55,9,5,2,Burnout,0,Increase,5,2,1,1,1,1
EMP2636,45,2,3,0,21,Remote,38,3,1,2,Burnout,0,Increase,4,0,3,1,0,5
EMP2637,24,2,2,6,18,Hybrid,36,7,4,0,Anxiety,1,No Change,5,1,1,1,1,3
EMP2638,44,3,5,6,19,Hybrid,33,2,4,1,Burnout,0,Decrease,2,0,1,1,2,5
EMP2639,55,1,0,2,31,Hybrid,31,10,5,1,Anxiety,0,No Change,3,0,5,1,2,1
EMP2640,25,2,3,1,29,Onsite,44,1,5,2,Burnout,0,No Change,2,0,5,1,2,4
EMP2641,30,2,1,5,25,Remote,22,10,5,1,Burnout,1,No Change,2,1,1,0,0,0
EMP2642,35,0,5,1,29,Onsite,32,15,4,0,Depression,1,Increase,4,0,3,1,0,3
EMP2643,50,1,3,0,20,Onsite,33,5,3,2,Anxiety,1,Increase,3,1,2,1,1,2
EMP2644,27,0,2,3,8,Hybrid,44,11,5,1,Burnout,0,Increase,1,1,4,1,0,3
EMP2645,34,1,1,5,29,Onsite,57,13,5,0,Anxiety,1,Decrease,3,2,5,1,2,4
EMP2646,30,3,2,6,1,Remote,54,1,3,0,Anxiety,0,Decrease,5,0,2,0,1,0
EMP2647,42,0,2,1,7,Hybrid,45,4,3,2,Burnout,0,No Change,2,2,3,1,2,5
EMP2648,52,3,2,1,6,Hybrid,48,4,1,0,Anxiety,1,Decrease,4,1,1,1,2,0
EMP2649,45,2,2,1,26,Remote,42,2,4,1,Depression,0,No Change,2,0,2,0,2,1
EMP2650,50,0,6,3,16,Hybrid,38,11,3,2,Burnout,1,Decrease,1,2,2,1,2,4
EMP2651,54,2,5,2,28,Hybrid,59,12,3,1,Burnout,0,Increase,1,1,2,1,1,2
EMP2652,54,0,1,2,24,Hybrid,28,13,4,1,Anxiety,1,Decrease,4,1,1,0,0,5
EMP2653,25,3,5,4,30,Onsite,34,8,4,1,Burnout,1,Decrease,2,0,4,1,0,5
EMP2654,54,0,5,0,11,Hybrid,29,5,3,0,Burnout,1,Increase,1,0,2,1,2,0
EMP2655,29,2,3,6,2,Onsite,48,11,3,0,Burnout,0,No Change,3,2,1,1,0,1
EMP2656,37,0,1,4,1,Onsite,51,5,1,1,Depression,0,No Change,2,1,4,0,0,1
EMP2657,56,2,6,4,1,Hybrid,37,10,2,2,Anxiety,0,Increase,1,1,2,0,0,4
EMP2658,33,2,2,4,6,Onsite,32,8,5,1,Burnout,1,Increase,3,2,2,0,1,3
EMP2659,22,0,0,5,14,Onsite,40,3,4,1,Anxiety,1,Decrease,3,1,5,1,2,3
EMP2660,53,0,3,0,18,Remote,25,7,3,1,Depression,0,No Change,3,0,5,0,2,0
EMP2661,53,0,1,6,4,Remote,34,11,4,1,Burnout,0,Decrease,3,1,1,1,2,2
EMP2662,43,0,3,0,18,Onsite,55,11,3,2,Burnout,0,No Change,4,2,3,1,1,3
EMP2663,53,0,4,4,14,Hybrid,22,0,1,0,Depression,0,No Change,2,1,5,1,1,0
EMP2664,34,1,4,6,21,Onsite,57,10,3,2,Burnout,0,No Change,1,0,3,1,2,1
EMP2665,40,3,4,1,6,Onsite,60,0,2,0,Burnout,1,Increase,4,0,2,1,1,1
EMP2666,33,1,1,3,5,Remote,40,1,5,1,Burnout,0,Increase,5,0,4,1,1,1
EMP2667,58,1,1,2,32,Remote,60,6,5,0,Burnout,1,Decrease,2,2,3,1,0,1
EMP2668,35,2,1,4,22,Remote,31,10,4,0,Burnout,1,Increase,5,1,3,1,2,5
EMP2669,27,3,1,3,25,Remote,55,2,5,2,Depression,1,No Change,1,0,5,0,2,3
EMP2670,46,0,0,4,30,Hybrid,40,8,4,0,Burnout,1,Increase,4,1,5,1,2,1
EMP2671,42,3,5,4,16,Remote,53,12,3,1,Burnout,1,Decrease,4,0,2,1,2,4
EMP2672,36,1,2,5,21,Remote,34,14,4,2,Burnout,0,Decrease,5,1,5,1,1,2
EMP2673,53,0,4,1,35,Hybrid,23,13,3,1,Depression,1,Increase,3,1,5,0,0,5
EMP2674,25,0,0,2,28,Onsite,54,15,1,2,Depression,0,Increase,2,1,2,0,2,3
EMP2675,32,3,5,4,1,Hybrid,29,8,2,0,Depression,0,No Change,3,2,4,0,0,2
EMP2676,59,2,3,0,29,Hybrid,40,9,5,1,Depression,0,Increase,2,1,5,1,1,5
EMP2677,26,1,5,6,13,Remote,22,1,3,2,Burnout,0,No Change,4,1,4,1,0,2
EMP2678,40,2,3,6,13,Onsite,22,14,3,0,Burnout,0,Increase,4,2,1,1,2,5
EMP2679,38,0,6,1,6,Onsite,48,8,4,1,Depression,0,Decrease,1,2,4,1,0,0
EMP2680,23,2,0,4,27,Hybrid,22,6,1,1,Burnout,1,Decrease,4,1,3,0,0,3
EMP2681,49,3,5,4,7,Onsite,28,10,3,1,Anxiety,1,Increase,1,0,4,0,0,1
EMP2682,26,1,3,6,8,Remote,43,7,1,0,Anxiety,1,Decrease,4,1,5,1,1,1
EMP2683,46,2,0,4,1,Hybrid,49,5,5,2,Depression,1,Decrease,5,1,4,1,1,0
EMP2684,51,1,6,0,4,Remote,20,10,2,2,Anxiety,1,Decrease,3,1,1,1,2,3
EMP2685,58,0,1,1,33,Hybrid,24,1,5,2,Burnout,1,Decrease,5,2,5,1,1,0
EMP2686,49,2,2,3,33,Remote,24,2,1,2,Burnout,0,Increase,5,0,4,1,0,0
EMP2687,51,2,6,0,5,Onsite,47,2,3,2,Burnout,1,Decrease,5,2,2,1,2,3
EMP2688,43,3,4,2,1,Hybrid,30,13,2,2,Anxiety,0,Increase,3,2,5,1,1,5
EMP2689,38,0,5,4,15,Onsite,50,4,4,0,Burnout,1,Decrease,5,1,1,1,2,1
EMP2690,58,2,3,6,6,Onsite,34,9,4,0,Burnout,1,Increase,2,2,5,0,1,1
EMP2691,43,0,0,2,29,Remote,55,7,2,2,Burnout,1,No Change,4,0,4,1,0,3
EMP2692,52,1,5,1,12,Remote,55,14,5,2,Depression,1,No Change,2,0,5,1,1,3
EMP2693,35,0,6,6,16,Onsite,45,12,3,2,Burnout,0,Increase,1,2,2,1,1,4
EMP2694,52,1,4,4,19,Onsite,20,3,2,2,Depression,0,Decrease,2,1,4,1,1,3
EMP2695,23,1,2,4,34,Remote,59,12,3,1,Depression,1,Decrease,4,1,1,0,0,3
EMP2696,36,3,2,4,27,Remote,32,10,5,2,Burnout,0,Decrease,3,2,3,1,1,4
EMP2697,31,0,5,5,15,Onsite,25,7,5,0,Burnout,1,Increase,4,2,3,1,2,4
EMP2698,43,1,5,2,18,Hybrid,30,15,2,1,Burnout,1,No Change,4,2,1,1,2,2
EMP2699,54,1,2,5,11,Hybrid,33,10,3,1,Burnout,0,Decrease,5,2,2,0,1,0
EMP2700,53,0,3,0,18,Remote,58,13,5,1,Depression,1,Increase,3,1,4,0,0,3
EMP2701,30,2,6,4,16,Remote,55,12,4,2,Depression,1,No Change,4,1,1,1,2,3
EMP2702,51,3,1,6,29,Onsite,58,2,5,0,Burnout,1,No Change,3,0,3,0,0,1
EMP2703,58,1,3,3,25,Onsite,34,4,4,1,Anxiety,0,No Change,4,2,1,1,2,3
EMP2704,51,1,6,4,21,Onsite,36,15,4,1,Burnout,1,Decrease,1,1,3,1,0,0
EMP2705,32,2,6,2,8,Onsite,42,2,3,2,Depression,0,Decrease,5,1,5,0,1,2
EMP2706,55,2,3,6,2,Hybrid,22,15,4,2,Burnout,1,Decrease,1,1,2,1,1,0
EMP2707,36,3,2,1,33,Hybrid,52,3,4,2,Anxiety,1,Decrease,4,2,5,1,0,2
EMP2708,31,2,6,1,27,Onsite,53,6,5,0,Burnout,1,Increase,3,2,1,1,0,5
EMP2709,27,3,0,3,27,Hybrid,37,11,3,0,Anxiety,1,Decrease,5,2,1,1,2,5
EMP2710,31,3,0,5,29,Onsite,55,4,2,1,Anxiety,0,Decrease,2,1,1,1,2,2
EMP2711,40,0,4,3,12,Remote,42,4,1,0,Burnout,0,Decrease,5,0,4,0,0,3
EMP2712,28,3,3,4,33,Onsite,55,4,3,2,Burnout,1,No Change,3,2,2,1,2,0
EMP2713,58,2,6,5,24,Hybrid,42,13,5,1,Burnout,1,No Change,5,2,4,1,0,0
EMP2714,53,2,6,5,6,Hybrid,39,10,4,1,Depression,0,Decrease,2,2,3,1,1,4
EMP2715,34,0,1,0,21,Hybrid,54,3,2,0,Burnout,0,No Change,3,0,5,1,2,3
EMP2716,47,3,0,1,15,Onsite,28,0,4,0,Anxiety,0,No Change,1,1,1,0,2,4
EMP2717,41,2,4,4,27,Onsite,44,13,4,1,Burnout,0,Increase,2,0,5,1,1,3
EMP2718,48,0,0,2,20,Onsite,36,11,2,1,Depression,0,Decrease,1,0,1,1,2,3
EMP2719,22,3,2,5,30,Remote,20,15,4,1,Depression,1,Increase,1,1,5,1,1,5
EMP2720,30,0,5,5,34,Onsite,42,15,2,0,Burnout,1,No Change,2,1,2,1,1,3
EMP2721,42,3,3,4,24,Remote,24,1,1,2,Burnout,0,Increase,2,0,5,0,2,0
EMP2722,34,0,2,1,2,Hybrid,48,7,3,1,Depression,1,Decrease,2,1,5,1,1,1
EMP2723,34,3,4,4,10,Hybrid,30,13,4,1,Burnout,0,No Change,1,1,4,1,1,4
EMP2724,41,1,2,5,24,Onsite,27,5,1,1,Anxiety,0,Decrease,2,1,3,1,2,3
EMP2725,41,0,5,0,11,Hybrid,24,5,2,1,Burnout,1,Increase,4,0,3,1,2,0
EMP2726,27,3,1,3,17,Remote,42,0,5,1,Burnout,1,No Change,2,2,2,0,1,5
EMP2727,27,2,1,4,24,Remote,53,10,4,0,Depression,1,No Change,2,2,3,0,0,1
EMP2728,22,1,5,6,9,Hybrid,34,14,4,2,Anxiety,1,Increase,5,0,4,1,1,2
EMP2729,27,1,2,6,4,Onsite,42,7,1,1,Anxiety,1,No Change,2,2,1,1,0,5
EMP2730,25,2,0,5,3,Hybrid,25,3,1,2,Depression,1,Decrease,1,0,3,1,1,0
EMP2731,46,3,6,0,6,Hybrid,30,15,5,1,Anxiety,0,Increase,2,1,4,1,2,1
EMP2732,30,2,4,2,16,Hybrid,27,9,2,2,Anxiety,1,Decrease,3,0,5,1,0,1
EMP2733,38,2,4,6,26,Hybrid,27,15,1,1,Depression,1,No Change,3,2,3,0,2,3
EMP2734,41,3,4,5,3,Hybrid,56,5,2,2,Burnout,0,No Change,1,2,2,1,1,4
EMP2735,46,1,3,6,20,Onsite,30,14,3,0,Anxiety,1,Decrease,5,0,4,1,1,3
EMP2736,58,3,4,3,31,Onsite,40,1,4,2,Burnout,1,No Change,4,2,2,1,0,5
EMP2737,57,3,5,6,17,Hybrid,57,13,3,1,Burnout,1,No Change,2,0,5,0,1,4
EMP2738,35,2,2,6,28,Remote,46,10,1,1,Anxiety,0,Increase,1,0,5,1,2,2
EMP2739,30,1,0,0,21,Remote,38,15,5,0,Burnout,1,Decrease,4,0,2,1,1,4
EMP2740,42,1,5,3,3,Hybrid,47,5,1,1,Anxiety,0,No Change,5,0,4,0,0,2
EMP2741,57,1,3,2,13,Remote,22,8,3,0,Burnout,0,Increase,2,0,1,1,0,5
EMP2742,40,2,4,5,4,Onsite,34,8,4,1,Depression,1,Decrease,3,0,4,0,2,4
EMP2743,33,1,0,2,35,Hybrid,46,2,5,1,Burnout,0,Increase,2,2,5,1,0,4
EMP2744,31,3,0,3,19,Onsite,28,0,3,2,Depression,0,No Change,2,1,1,1,0,0
EMP2745,54,2,6,5,27,Onsite,35,1,5,1,Anxiety,1,Increase,5,2,4,0,0,0
EMP2746,25,0,1,6,35,Hybrid,23,14,3,2,Depression,1,Decrease,1,1,1,0,0,2
EMP2747,46,0,3,4,32,Onsite,36,7,4,0,Anxiety,0,No Change,3,1,3,0,1,5
EMP2748,44,3,3,6,30,Hybrid,45,10,5,1,Depression,1,No Change,1,2,3,0,0,4
EMP2749,25,3,4,6,17,Remote,39,9,1,0,Burnout,0,No Change,2,0,2,1,2,4
EMP2750,29,2,1,1,28,Hybrid,55,7,1,1,Burnout,0,No Change,4,0,2,0,2,0
EMP2751,43,0,2,1,4,Remote,26,5,4,1,Burnout,1,No Change,3,0,4,1,1,3
EMP2752,30,1,6,0,34,Remote,51,6,1,2,Burnout,0,No Change,1,1,3,1,0,4
EMP2753,24,2,0,2,13,Remote,20,4,5,1,Burnout,1,Increase,1,1,2,0,0,3
EMP2754,32,2,2,1,18,Remote,46,12,5,2,Burnout,1,No Change,4,0,1,1,1,4
EMP2755,32,0,1,0,10,Onsite,31,0,1,2,Anxiety,0,Increase,4,1,1,1,1,2
EMP2756,52,0,5,0,5,Onsite,56,11,1,2,Depression,1,No Change,2,0,5,1,2,3
EMP2757,28,3,4,1,30,Hybrid,52,10,3,0,Anxiety,1,Decrease,5,0,1,1,1,5
EMP2758,25,0,5,2,35,Onsite,53,14,2,2,Depression,0,Increase,5,1,4,1,1,5
EMP2759,45,0,3,6,3,Hybrid,30,0,5,1,Burnout,0,Decrease,1,1,5,1,1,4
EMP2760,46,0,3,5,22,Onsite,56,13,5,2,Burnout,1,No Change,4,2,4,0,0,3
EMP2761,58,3,0,2,34,Onsite,20,15,3,1,Burnout,1,Increase,5,2,5,1,1,4
EMP2762,46,3,6,0,33,Remote,52,10,4,0,Burnout,0,Increase,4,2,1,0,1,4
EMP2763,32,2,5,4,4,Hybrid,38,5,5,0,Depression,1,Decrease,1,2,2,1,1,0
EMP2764,46,2,2,0,21,Remote,36,10,2,1,Anxiety,1,Decrease,1,2,4,1,0,0
EMP2765,45,1,1,1,1,Onsite,25,9,4,1,Burnout,1,Decrease,4,2,2,1,2,0
EMP2766,33,2,1,1,30,Hybrid,46,8,4,1,Depression,1,Increase,4,0,4,1,0,5
EMP2767,47,1,0,3,28,Hybrid,42,8,5,2,Depression,0,No Change,3,2,5,1,2,5
EMP2768,23,2,6,1,26,Remote,32,9,5,0,Burnout,0,Increase,4,1,4,1,2,4
EMP2769,55,0,1,5,34,Hybrid,34,8,1,2,Burnout,0,No Change,3,1,2,1,1,3
EMP2770,24,0,3,2,5,Remote,35,1,5,1,Anxiety,0,Decrease,5,0,1,0,0,0
EMP2771,33,0,1,2,24,Onsite,27,13,3,2,Depression,1,No Change,4,0,4,1,1,1
EMP2772,22,1,3,4,27,Hybrid,43,7,5,0,Depression,1,No Change,3,2,2,1,0,3
EMP2773,33,3,0,0,16,Hybrid,27,1,3,0,Burnout,1,Increase,5,0,3,1,0,1
EMP2774,48,2,5,1,13,Onsite,31,8,4,2,Burnout,0,Decrease,5,0,1,1,0,1
EMP2775,35,0,3,1,25,Onsite,20,2,3,0,Burnout,1,Increase,5,0,3,1,2,0
EMP2776,26,3,2,6,24,Hybrid,44,4,2,2,Burnout,0,Decrease,5,1,3,0,2,4
EMP2777,60,3,4,6,12,Remote,59,2,3,2,Burnout,0,Increase,1,2,4,1,0,2
EMP2778,23,1,0,0,19,Onsite,53,3,3,1,Anxiety,0,Decrease,5,1,3,1,2,4
EMP2779,45,2,6,3,25,Onsite,56,11,4,1,Depression,1,No Change,3,0,1,0,1,4
EMP2780,46,1,5,0,24,Onsite,37,6,1,2,Burnout,0,Increase,2,2,4,1,1,0
EMP2781,24,0,1,4,31,Remote,59,1,1,0,Burnout,1,No Change,5,1,1,1,2,5
EMP2782,48,2,1,1,2,Onsite,41,13,1,2,Anxiety,1,Decrease,2,2,1,1,2,1
EMP2783,55,0,5,6,31,Hybrid,32,0,4,1,Burnout,0,Increase,2,0,3,0,1,0
EMP2784,36,3,2,6,28,Onsite,38,7,5,1,Burnout,0,No Change,5,2,5,1,2,1
EMP2785,39,3,5,3,4,Onsite,42,15,5,1,Burnout,1,Increase,5,2,2,0,2,0
EMP2786,24,0,6,2,10,Hybrid,45,7,1,0,Burnout,1,Decrease,5,2,4,1,2,4
EMP2787,48,1,5,5,26,Remote,36,4,3,2,Burnout,0,No Change,3,2,4,0,2,1
EMP2788,52,0,0,6,17,Remote,28,10,3,1,Burnout,0,Decrease,4,1,5,1,1,4
EMP2789,36,2,3,3,33,Remote,23,7,1,1,Burnout,0,No Change,3,2,1,1,1,2
EMP2790,57,0,5,3,17,Hybrid,40,11,5,1,Burnout,1,Decrease,3,2,3,1,0,5
EMP2791,27,1,3,6,16,Hybrid,40,11,1,2,Burnout,1,Increase,3,1,1,0,1,0
